1, structory:dense_forest_ruin, HEADING, header:ignore, 0, 0, 0
366, repurposed_structures:outpost_warped, HEADING, header:ignore, 0, 0, 0
367, repurposed_structures:outpost_warped, MONSTER, minecraft:piglin, 10, 1, 1
368, repurposed_structures:mineshaft_savanna, HEADING, header:ignore, 0, 0, 0
369, repurposed_structures:city_overworld, HEADING, header:ignore, 0, 0, 0
370, additionalstructures:villager_statue_3, HEADING, header:ignore, 0, 0, 0
371, imst:caravan, HEADING, header:ignore, 0, 0, 0
372, ad_astra:lunarian_village, HEADING, header:ignore, 0, 0, 0
373, additionalstructures:wall_ruin_2, HEADING, header:ignore, 0, 0, 0
374, terralith:zpointer/minecraft_desert, HEADING, header:ignore, 0, 0, 0
375, additionalstructures:dead_tree_1, HEADING, header:ignore, 0, 0, 0
376, terralith:zpointer/terralith_amethyst_rainforest, HEADING, header:ignore, 0, 0, 0
377, nova_structures:nether_port, HEADING, header:ignore, 0, 0, 0
378, nova_structures:nether_port, MONSTER, minecraft:blaze, 10, 1, 2
379, nova_structures:nether_port, MONSTER, minecraft:zombified_piglin, 5, 1, 2
380, nova_structures:nether_port, MONSTER, minecraft:wither_skeleton, 10, 1, 3
381, nova_structures:nether_port, MONSTER, minecraft:skeleton, 10, 1, 5
382, nova_structures:nether_port, MONSTER, minecraft:magma_cube, 30, 1, 2
383, imst:sunflower_farm, HEADING, header:ignore, 0, 0, 0
384, terralith:zpointer/minecraft_jungle, HEADING, header:ignore, 0, 0, 0
385, additionalstructures:end_ruin_1, HEADING, header:ignore, 0, 0, 0
386, terralith:zpointer/terralith_skylands_winter, HEADING, header:ignore, 0, 0, 0
387, betterstrongholds:stronghold, HEADING, header:ignore, 0, 0, 0
388, terralith:zpointer/minecraft_deep_frozen_ocean, HEADING, header:ignore, 0, 0, 0
389, mvs:nature/acacia_tree, HEADING, header:ignore, 0, 0, 0
390, mvs:other_decoration/haystack, HEADING, header:ignore, 0, 0, 0
391, watching:torch_tunnel/1x2/tunnel, HEADING, header:ignore, 0, 0, 0
392, wythers:baobab_dry_tropical_forest, HEADING, header:ignore, 0, 0, 0
393, formationsoverworld:small_house, HEADING, header:ignore, 0, 0, 0
394, additionalstructures:silverfish_cluster_2, HEADING, header:ignore, 0, 0, 0
395, red:abandoned_house, HEADING, header:ignore, 0, 0, 0
396, red:abandoned_house, MONSTER, minecraft:witch, 5, 2, 3
397, repurposed_structures:temple_taiga, HEADING, header:ignore, 0, 0, 0
398, nova_structures:tavern_desert, HEADING, header:ignore, 0, 0, 0
399, mvs:horse_pen, HEADING, header:ignore, 0, 0, 0
400, towns_and_towers:pillager_outpost_mushroom_fields, HEADING, header:ignore, 0, 0, 0
401, bettermineshafts:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
402, towns_and_towers:exclusives/village_piglin, HEADING, header:ignore, 0, 0, 0
403, towns_and_towers:exclusives/village_piglin, MONSTER, minecraft:piglin, 6, 6, 8
404, towns_and_towers:exclusives/village_piglin, MONSTER, minecraft:piglin_brute, 5, 2, 3
405, nova_structures:nether_skeleton_tower_soul, HEADING, header:ignore, 0, 0, 0
406, terralith:zpointer/terralith_sakura_valley, HEADING, header:ignore, 0, 0, 0
407, terralith:zpointer/terralith_lavender_valley, HEADING, header:ignore, 0, 0, 0
408, additionalstructures:spawn_altar_5, HEADING, header:ignore, 0, 0, 0
409, imst:terralith/yurt, HEADING, header:ignore, 0, 0, 0
410, towns_and_towers:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
411, towns_and_towers:pillager_outpost_taiga, MONSTER, minecraft:pillager, 5, 1, 2
412, additionalstructures:boat_1, HEADING, header:ignore, 0, 0, 0
413, ctov:pillager_outpost_snowy, HEADING, header:ignore, 0, 0, 0
414, ctov:pillager_outpost_snowy, MONSTER, minecraft:pillager, 5, 1, 1
415, ctov:pillager_outpost_snowy, MONSTER, minecraft:evoker, 5, 1, 1
416, ctov:pillager_outpost_snowy, MONSTER, minecraft:vindicator, 20, 1, 1
417, ctov:pillager_outpost_snowy, MONSTER, minecraft:witch, 20, 1, 1
418, structory_towers:mirage_outpost, HEADING, header:ignore, 0, 0, 0
419, mvs:well/wells/mushroom_well, HEADING, header:ignore, 0, 0, 0
420, terralith:zpointer/terralith_siberian_taiga, HEADING, header:ignore, 0, 0, 0
421, nova_structures:underground_house, HEADING, header:ignore, 0, 0, 0
422, repurposed_structures:pyramid_snowy, HEADING, header:ignore, 0, 0, 0
423, additionalstructures:birch_log, HEADING, header:ignore, 0, 0, 0
424, meadow:observation_post, HEADING, header:ignore, 0, 0, 0
425, meadow:observation_post, CREATURE, minecraft:pig, 5, 1, 4
426, ctov:medium/village_beach, HEADING, header:ignore, 0, 0, 0
427, additionalstructures:maya_temple, HEADING, header:ignore, 0, 0, 0
428, terralith:zpointer/terralith_skylands_spring, HEADING, header:ignore, 0, 0, 0
429, additionalstructures:villager_statue_4, HEADING, header:ignore, 0, 0, 0
430, terralith:zpointer/minecraft_deep_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
431, minecraft:mansion, HEADING, header:ignore, 0, 0, 0
432, terralith:underground/frosted_dungeon, HEADING, header:ignore, 0, 0, 0
433, additionalstructures:nether_building_2, HEADING, header:ignore, 0, 0, 0
434, repurposed_structures:mineshaft_crimson, HEADING, header:ignore, 0, 0, 0
435, additionalstructures:bone_2, HEADING, header:ignore, 0, 0, 0
436, terralith:zpointer/minecraft_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
437, mvs:nature/spruce_tree, HEADING, header:ignore, 0, 0, 0
438, dungeons_arise:mushroom_village, HEADING, header:ignore, 0, 0, 0
439, minecraft:desert_pyramid, HEADING, header:ignore, 0, 0, 0
440, mvs:nature/jungle_palm_tree, HEADING, header:ignore, 0, 0, 0
441, nova_structures:village_swamp, HEADING, header:ignore, 0, 0, 0
442, repurposed_structures:bastion_underground, HEADING, header:ignore, 0, 0, 0
443, repurposed_structures:bastion_underground, MONSTER, minecraft:skeleton, 10, 1, 4
444, repurposed_structures:ancient_city_ocean, HEADING, header:ignore, 0, 0, 0
445, repurposed_structures:ancient_city_ocean, MONSTER, minecraft:drowned, 10, 2, 5
446, mvs:other_decoration/end_scraps/end_scraps_4, HEADING, header:ignore, 0, 0, 0
447, mvs:houses/flower_hole, HEADING, header:ignore, 0, 0, 0
448, nova_structures:skeleton_camp_waste, HEADING, header:ignore, 0, 0, 0
449, all_the_fan_made_discs:code_bedrock_disc, HEADING, header:ignore, 0, 0, 0
450, nova_structures:bunker, HEADING, header:ignore, 0, 0, 0
451, ctov:small/village_underground, HEADING, header:ignore, 0, 0, 0
452, watching:logless_tree/acacia, HEADING, header:ignore, 0, 0, 0
453, numis_arch:bamboo_shrine, HEADING, header:ignore, 0, 0, 0
454, mes:manuscript_shrine, HEADING, header:ignore, 0, 0, 0
455, illagerinvasion:labyrinth, HEADING, header:ignore, 0, 0, 0
456, additionalstructures:spawn_altar_1, HEADING, header:ignore, 0, 0, 0
457, additionalstructures:snow_pile_1, HEADING, header:ignore, 0, 0, 0
458, mvs:small_ship, HEADING, header:ignore, 0, 0, 0
459, dungeons_arise:greenwood_pub, HEADING, header:ignore, 0, 0, 0
460, terralith:zpointer/terralith_warm_river, HEADING, header:ignore, 0, 0, 0
461, ctov:large/village_savanna, HEADING, header:ignore, 0, 0, 0
462, evenbetterarcheology:underwater_2, HEADING, header:ignore, 0, 0, 0
463, repurposed_structures:pyramid_flower_forest, HEADING, header:ignore, 0, 0, 0
464, terralith:zpointer/minecraft_lush_caves, HEADING, header:ignore, 0, 0, 0
465, mvs:ruins/log_ruin, HEADING, header:ignore, 0, 0, 0
466, repurposed_structures:outpost_end, HEADING, header:ignore, 0, 0, 0
467, repurposed_structures:outpost_end, MONSTER, minecraft:phantom, 10, 1, 1
468, repurposed_structures:mineshaft_stone, HEADING, header:ignore, 0, 0, 0
469, additionalstructures:obsidian_pillar_1, HEADING, header:ignore, 0, 0, 0
470, nova_structures:illager_camp, HEADING, header:ignore, 0, 0, 0
471, mvs:nature/stone_rock, HEADING, header:ignore, 0, 0, 0
472, terralith:zpointer/terralith_shield_clearing, HEADING, header:ignore, 0, 0, 0
473, ad_astra:pygro_village, HEADING, header:ignore, 0, 0, 0
474, additionalstructures:fossil_2, HEADING, header:ignore, 0, 0, 0
475, additionalstructures:end_tower_4, HEADING, header:ignore, 0, 0, 0
476, additionalstructures:farm_1, HEADING, header:ignore, 0, 0, 0
477, mvs:other_decoration/end_scraps/end_scraps_3, HEADING, header:ignore, 0, 0, 0
478, additionalstructures:red_sandstone_totem_2, HEADING, header:ignore, 0, 0, 0
479, minecraft:village_desert, HEADING, header:ignore, 0, 0, 0
480, nova_structures:nether_keep, HEADING, header:ignore, 0, 0, 0
481, nova_structures:nether_keep, MONSTER, minecraft:blaze, 10, 2, 3
482, nova_structures:nether_keep, MONSTER, minecraft:zombified_piglin, 5, 4, 4
483, nova_structures:nether_keep, MONSTER, minecraft:wither_skeleton, 8, 5, 5
484, nova_structures:nether_keep, MONSTER, minecraft:skeleton, 20, 5, 5
485, nova_structures:nether_keep, MONSTER, minecraft:magma_cube, 30, 4, 4
486, additionalstructures:obsidian_tree_1, HEADING, header:ignore, 0, 0, 0
487, towns_and_towers:village_savanna_plateau, HEADING, header:ignore, 0, 0, 0
488, dungeons_arise:small_blimp, HEADING, header:ignore, 0, 0, 0
489, terralith:zpointer/minecraft_birch_forest, HEADING, header:ignore, 0, 0, 0
490, nova_structures:firewatch_tower_jungle, HEADING, header:ignore, 0, 0, 0
491, soulsweapons:cathedral_of_resurrection, HEADING, header:ignore, 0, 0, 0
492, soulsweapons:cathedral_of_resurrection, MONSTER, soulsweapons:dark_sorcerer, 80, 1, 4
493, terralith:underground/sunken_tower, HEADING, header:ignore, 0, 0, 0
494, structory_towers:overgrown_mangrove, HEADING, header:ignore, 0, 0, 0
495, additionalstructures:stone_circle_1, HEADING, header:ignore, 0, 0, 0
496, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
497, imst:pyramid, HEADING, header:ignore, 0, 0, 0
498, additionalstructures:well_2, HEADING, header:ignore, 0, 0, 0
499, structory_towers:nether/fortress_tower, HEADING, header:ignore, 0, 0, 0
500, ctov:medium/village_savanna, HEADING, header:ignore, 0, 0, 0
501, ctov:pillager_outpost_mountain, HEADING, header:ignore, 0, 0, 0
502, ctov:pillager_outpost_mountain, MONSTER, minecraft:pillager, 5, 1, 1
503, ctov:pillager_outpost_mountain, MONSTER, minecraft:evoker, 5, 1, 1
504, ctov:pillager_outpost_mountain, MONSTER, minecraft:vindicator, 20, 1, 1
505, ctov:pillager_outpost_mountain, MONSTER, minecraft:witch, 20, 1, 1
506, additionalstructures:spawn_altar_7, HEADING, header:ignore, 0, 0, 0
507, mes:ruined_pillar, HEADING, header:ignore, 0, 0, 0
508, additionalstructures:desert_tomb_2, HEADING, header:ignore, 0, 0, 0
509, additionalstructures:desert_tomb_2, MONSTER, minecraft:husk, 5, 2, 4
510, minecraft:mineshaft, HEADING, header:ignore, 0, 0, 0
511, towns_and_towers:village_forest, HEADING, header:ignore, 0, 0, 0
512, mes:enderkeep_courtyard, HEADING, header:ignore, 0, 0, 0
513, betternether:ghast_hive, HEADING, header:ignore, 0, 0, 0
514, terralith:zpointer/terralith_cloud_forest, HEADING, header:ignore, 0, 0, 0
515, repurposed_structures:ruins_land_warm, HEADING, header:ignore, 0, 0, 0
516, terralith:zpointer/terralith_blooming_valley, HEADING, header:ignore, 0, 0, 0
517, repurposed_structures:igloo_stone, HEADING, header:ignore, 0, 0, 0
518, mvs:other_decoration/fire_camp, HEADING, header:ignore, 0, 0, 0
519, bettermineshafts:mineshaft_desert, HEADING, header:ignore, 0, 0, 0
520, additionalstructures:dragon_fossil_1, HEADING, header:ignore, 0, 0, 0
521, watching:ocean_sand_pyramid, HEADING, header:ignore, 0, 0, 0
522, wythers:banyan_sparse_jungle, HEADING, header:ignore, 0, 0, 0
523, graveyard:giant_mushroom, HEADING, header:ignore, 0, 0, 0
524, mvs:other_decoration/crimson_enchanting_table, HEADING, header:ignore, 0, 0, 0
525, aquamirae:outpost, HEADING, header:ignore, 0, 0, 0
526, aquamirae:outpost, MONSTER, minecraft:pillager, 10, 1, 2
527, aquamirae:outpost, MONSTER, minecraft:vindicator, 5, 1, 1
528, formationsoverworld:well, HEADING, header:ignore, 0, 0, 0
529, dungeons_arise:mining_system, HEADING, header:ignore, 0, 0, 0
530, mvs:other_decoration/pile, HEADING, header:ignore, 0, 0, 0
531, mvs:lantern/small_bamboo_lantern, HEADING, header:ignore, 0, 0, 0
532, additionalstructures:flotsam_2, HEADING, header:ignore, 0, 0, 0
533, additionalstructures:sandstone_rock_2, HEADING, header:ignore, 0, 0, 0
534, nova_structures:donjon, HEADING, header:ignore, 0, 0, 0
535, structory_towers:pillager_lookout, HEADING, header:ignore, 0, 0, 0
536, repurposed_structures:village_mushroom, HEADING, header:ignore, 0, 0, 0
537, betternether:gardens, HEADING, header:ignore, 0, 0, 0
538, red:dark_tower, HEADING, header:ignore, 0, 0, 0
539, red:dark_tower, MONSTER, minecraft:pillager, 5, 2, 3
540, repurposed_structures:ancient_city_nether, HEADING, header:ignore, 0, 0, 0
541, repurposed_structures:ancient_city_nether, MONSTER, minecraft:ghast, 10, 6, 10
542, repurposed_structures:ancient_city_nether, MONSTER, minecraft:wither_skeleton, 5, 1, 3
543, ctov:pillager_outpost_plains, HEADING, header:ignore, 0, 0, 0
544, ctov:pillager_outpost_plains, MONSTER, minecraft:pillager, 5, 1, 1
545, ctov:pillager_outpost_plains, MONSTER, minecraft:evoker, 5, 1, 1
546, ctov:pillager_outpost_plains, MONSTER, minecraft:vindicator, 20, 1, 1
547, ctov:pillager_outpost_plains, MONSTER, minecraft:witch, 20, 1, 1
548, imst:cocoa_farm, HEADING, header:ignore, 0, 0, 0
549, repurposed_structures:igloo_grassy, HEADING, header:ignore, 0, 0, 0
550, mvs:crystal, HEADING, header:ignore, 0, 0, 0
551, mvs:ruins/ruined_beacon, HEADING, header:ignore, 0, 0, 0
552, towns_and_towers:wreckage_ocean, HEADING, header:ignore, 0, 0, 0
553, graveyard:small_savanna_grave, HEADING, header:ignore, 0, 0, 0
554, red:statue2, HEADING, header:ignore, 0, 0, 0
555, formationsoverworld:small_temple, HEADING, header:ignore, 0, 0, 0
556, structory_towers:nether/warped_outpost, HEADING, header:ignore, 0, 0, 0
557, towns_and_towers:exclusives/pillager_outpost_tudor, HEADING, header:ignore, 0, 0, 0
558, towns_and_towers:exclusives/pillager_outpost_tudor, MONSTER, minecraft:pillager, 5, 1, 2
559, betternether:respawn_points, HEADING, header:ignore, 0, 0, 0
560, nova_structures:firewatch_tower_savanna, HEADING, header:ignore, 0, 0, 0
561, additionalstructures:snowman_1, HEADING, header:ignore, 0, 0, 0
562, mvs:beach_bar, HEADING, header:ignore, 0, 0, 0
563, dungeons_arise:undead_pirate_ship, HEADING, header:ignore, 0, 0, 0
564, terralith:zpointer/minecraft_forest, HEADING, header:ignore, 0, 0, 0
565, dungeons_arise:illager_fort, HEADING, header:ignore, 0, 0, 0
566, terralith:zpointer/terralith_tropical_jungle, HEADING, header:ignore, 0, 0, 0
567, formationsoverworld:log_spikes, HEADING, header:ignore, 0, 0, 0
568, repurposed_structures:mansion_mangrove, HEADING, header:ignore, 0, 0, 0
569, mvs:houses/small_igloo, HEADING, header:ignore, 0, 0, 0
570, nova_structures:wild_ruin, HEADING, header:ignore, 0, 0, 0
571, formationsnether:parkour_challenge, HEADING, header:ignore, 0, 0, 0
572, additionalstructures:pillar_ruin_1, HEADING, header:ignore, 0, 0, 0
573, mes:ender_spire, HEADING, header:ignore, 0, 0, 0
574, additionalstructures:nether_building_1, HEADING, header:ignore, 0, 0, 0
575, dungeons_arise:mushroom_house, HEADING, header:ignore, 0, 0, 0
576, structory_towers:warped_greatsword, HEADING, header:ignore, 0, 0, 0
577, ctov:medium/village_desert, HEADING, header:ignore, 0, 0, 0
578, 1_splatus:sanctum, HEADING, header:ignore, 0, 0, 0
579, structory:taiga_ruin_underground, HEADING, header:ignore, 0, 0, 0
580, mvs:lantern/medium_oak_lantern, HEADING, header:ignore, 0, 0, 0
581, explorify:guide_post_warm, HEADING, header:ignore, 0, 0, 0
582, repurposed_structures:outpost_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
583, repurposed_structures:outpost_giant_tree_taiga, MONSTER, minecraft:pillager, 10, 1, 1
584, additionalstructures:fallen_dead_tree_1, HEADING, header:ignore, 0, 0, 0
585, repurposed_structures:village_bamboo, HEADING, header:ignore, 0, 0, 0
586, betternether:pillars, HEADING, header:ignore, 0, 0, 0
587, formationsnether:ore_shard, HEADING, header:ignore, 0, 0, 0
588, mes:endscraps, HEADING, header:ignore, 0, 0, 0
589, mvs:lantern/small_spruce_lantern, HEADING, header:ignore, 0, 0, 0
590, terralith:underground/witch_hut, HEADING, header:ignore, 0, 0, 0
591, minecraft:ocean_ruin_warm, HEADING, header:ignore, 0, 0, 0
592, mvs:well/wells/jungle_well, HEADING, header:ignore, 0, 0, 0
593, structory_towers:lighthouse, HEADING, header:ignore, 0, 0, 0
594, additionalstructures:end_tower_3, HEADING, header:ignore, 0, 0, 0
595, friendsandfoes:citadel, HEADING, header:ignore, 0, 0, 0
596, friendsandfoes:citadel, MONSTER, minecraft:blaze, 5, 1, 2
597, ctov:small/village_plains, HEADING, header:ignore, 0, 0, 0
598, mvs:lantern/small_acacia_lantern, HEADING, header:ignore, 0, 0, 0
599, additionalstructures:villager_statue_1, HEADING, header:ignore, 0, 0, 0
600, additionalstructures:sandstone_totem_3, HEADING, header:ignore, 0, 0, 0
601, towns_and_towers:pillager_outpost_grove, HEADING, header:ignore, 0, 0, 0
602, towns_and_towers:pillager_outpost_grove, MONSTER, minecraft:pillager, 5, 1, 2
603, minecraft:mineshaft_mesa, HEADING, header:ignore, 0, 0, 0
604, terralith:zpointer/terralith_savanna_badlands, HEADING, header:ignore, 0, 0, 0
605, terralith:zpointer/terralith_yosemite_lowlands, HEADING, header:ignore, 0, 0, 0
606, betterdeserttemples:desert_temple, HEADING, header:ignore, 0, 0, 0
607, betterdeserttemples:desert_temple, MONSTER, minecraft:husk, 80, 10, 32
608, betterdeserttemples:desert_temple, CREATURE, minecraft:cat, 80, 4, 4
609, betterdeserttemples:desert_temple, CREATURE, minecraft:rabbit, 80, 4, 4
610, nova_structures:nether_skeleton_tower_warped, HEADING, header:ignore, 0, 0, 0
611, additionalstructures:fallen_oak_tree_2, HEADING, header:ignore, 0, 0, 0
612, repurposed_structures:fortress_jungle, HEADING, header:ignore, 0, 0, 0
613, repurposed_structures:fortress_jungle, MONSTER, minecraft:wither_skeleton, 5, 1, 1
614, repurposed_structures:fortress_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
615, repurposed_structures:fortress_jungle, MONSTER, minecraft:zombie, 10, 1, 4
616, repurposed_structures:fortress_jungle, MONSTER, minecraft:spider, 10, 1, 3
617, repurposed_structures:fortress_jungle, MONSTER, minecraft:creeper, 5, 1, 2
618, repurposed_structures:fortress_jungle, MONSTER, minecraft:enderman, 30, 1, 2
619, repurposed_structures:fortress_jungle, MONSTER, minecraft:witch, 20, 1, 2
620, red:flower_oracle, HEADING, header:ignore, 0, 0, 0
621, meadow:bench, HEADING, header:ignore, 0, 0, 0
622, meadow:bench, CREATURE, minecraft:pig, 5, 1, 4
623, nova_structures:conduit_ruin, HEADING, header:ignore, 0, 0, 0
624, nova_structures:conduit_ruin, MONSTER, minecraft:guardian, 5, 1, 1
625, nova_structures:conduit_ruin, MONSTER, minecraft:drowned, 5, 1, 2
626, terralith:zpointer/minecraft_snowy_beach, HEADING, header:ignore, 0, 0, 0
627, terralith:zpointer/minecraft_ice_spikes, HEADING, header:ignore, 0, 0, 0
628, dungeons_arise:lighthouse, HEADING, header:ignore, 0, 0, 0
629, towns_and_towers:exclusives/pillager_outpost_iberian, HEADING, header:ignore, 0, 0, 0
630, towns_and_towers:exclusives/pillager_outpost_iberian, MONSTER, minecraft:pillager, 5, 1, 2
631, formationsoverworld:meteor, HEADING, header:ignore, 0, 0, 0
632, formationsnether:basalt_hut, HEADING, header:ignore, 0, 0, 0
633, dungeons_arise:scorched_mines, HEADING, header:ignore, 0, 0, 0
634, additionalstructures:palm_1, HEADING, header:ignore, 0, 0, 0
635, minecraft:village_savanna, HEADING, header:ignore, 0, 0, 0
636, additionalstructures:nether_spawn_altar_2, HEADING, header:ignore, 0, 0, 0
637, graveyard:small_desert_grave, HEADING, header:ignore, 0, 0, 0
638, mvs:nature/birch_tree, HEADING, header:ignore, 0, 0, 0
639, mvs:carts/medium_bamboo_cart, HEADING, header:ignore, 0, 0, 0
640, friendsandfoes:illusioner_training_grounds, HEADING, header:ignore, 0, 0, 0
641, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:illusioner, 5, 1, 1
642, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:pillager, 20, 1, 2
643, simply_houses:forest_house, HEADING, header:ignore, 0, 0, 0
644, formationsoverworld:graveyard, HEADING, header:ignore, 0, 0, 0
645, structory:northern_ruin, HEADING, header:ignore, 0, 0, 0
646, nova_structures:firewatch_tower_birch, HEADING, header:ignore, 0, 0, 0
647, mvs:cartographer_tower, HEADING, header:ignore, 0, 0, 0
648, nova_structures:firewatch_tower_swamp, HEADING, header:ignore, 0, 0, 0
649, additionalstructures:oasis_1, HEADING, header:ignore, 0, 0, 0
650, aquamirae:ship, HEADING, header:ignore, 0, 0, 0
651, aquamirae:ship, MONSTER, minecraft:pillager, 10, 1, 2
652, aquamirae:ship, MONSTER, minecraft:vindicator, 5, 1, 1
653, terralith:zpointer/terralith_desert_spires, HEADING, header:ignore, 0, 0, 0
654, imst:witch_hut, HEADING, header:ignore, 0, 0, 0
655, imst:witch_hut, MONSTER, minecraft:witch, 5, 1, 1
656, mvs:other_decoration/mine_with_campsite, HEADING, header:ignore, 0, 0, 0
657, wythers:elephant_graveyard_fossil, HEADING, header:ignore, 0, 0, 0
658, additionalstructures:villager_statue_2, HEADING, header:ignore, 0, 0, 0
659, aftershock:redsand_egg, HEADING, header:ignore, 0, 0, 0
660, additionalstructures:acacia_log, HEADING, header:ignore, 0, 0, 0
661, wythers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
662, repurposed_structures:village_dark_forest, HEADING, header:ignore, 0, 0, 0
663, nova_structures:tavern_mangrove, HEADING, header:ignore, 0, 0, 0
664, structory:jungle_ruin, HEADING, header:ignore, 0, 0, 0
665, structory:jungle_ruin, MONSTER, minecraft:creeper, 10, 4, 4
666, additionalstructures:nether_spawn_altar_1, HEADING, header:ignore, 0, 0, 0
667, nova_structures:piglin_camp, HEADING, header:ignore, 0, 0, 0
668, additionalstructures:mushroom_house_1, HEADING, header:ignore, 0, 0, 0
669, ctov:large/village_swamp, HEADING, header:ignore, 0, 0, 0
670, repurposed_structures:village_swamp, HEADING, header:ignore, 0, 0, 0
671, additionalstructures:obsidian_spike_2, HEADING, header:ignore, 0, 0, 0
672, minecraft:nether_fossil, HEADING, header:ignore, 0, 0, 0
673, additionalstructures:tomb_2, HEADING, header:ignore, 0, 0, 0
674, additionalstructures:end_dungeon_1, HEADING, header:ignore, 0, 0, 0
675, additionalstructures:end_pillar_ruin_1, HEADING, header:ignore, 0, 0, 0
676, watching:logless_tree/spruce, HEADING, header:ignore, 0, 0, 0
677, repurposed_structures:temple_nether_basalt, HEADING, header:ignore, 0, 0, 0
678, towns_and_towers:village_birch_forest, HEADING, header:ignore, 0, 0, 0
679, formationsnether:respawn_anchor_altar, HEADING, header:ignore, 0, 0, 0
680, towns_and_towers:pillager_outpost_meadow, HEADING, header:ignore, 0, 0, 0
681, towns_and_towers:pillager_outpost_meadow, MONSTER, minecraft:pillager, 5, 1, 2
682, terrestria:volcano, HEADING, header:ignore, 0, 0, 0
683, nova_structures:tavern_oak, HEADING, header:ignore, 0, 0, 0
684, additionalstructures:stone_rock_3, HEADING, header:ignore, 0, 0, 0
685, mvs:other_decoration/end_scraps/end_scraps_1, HEADING, header:ignore, 0, 0, 0
686, dungeons_arise:fishing_hut, HEADING, header:ignore, 0, 0, 0
687, additionalstructures:underground_base_1, HEADING, header:ignore, 0, 0, 0
688, terralith:zpointer/minecraft_ocean, HEADING, header:ignore, 0, 0, 0
689, wythers:giant_fallen_log, HEADING, header:ignore, 0, 0, 0
690, imst:igloo, HEADING, header:ignore, 0, 0, 0
691, imst:igloo, MONSTER, minecraft:zombie_villager, 5, 1, 1
692, repurposed_structures:ruins_nether, HEADING, header:ignore, 0, 0, 0
693, betterfortresses:fortress, HEADING, header:ignore, 0, 0, 0
694, betterfortresses:fortress, MONSTER, minecraft:blaze, 10, 2, 3
695, betterfortresses:fortress, MONSTER, minecraft:zombified_piglin, 5, 4, 4
696, betterfortresses:fortress, MONSTER, minecraft:wither_skeleton, 8, 5, 5
697, betterfortresses:fortress, MONSTER, minecraft:skeleton, 20, 5, 5
698, betterfortresses:fortress, MONSTER, minecraft:magma_cube, 30, 4, 4
699, additionalstructures:end_spawn_altar_1, HEADING, header:ignore, 0, 0, 0
700, betternether:portals, HEADING, header:ignore, 0, 0, 0
701, mvs:well/wells/birch_well, HEADING, header:ignore, 0, 0, 0
702, nyctophobia:mushroom_structure, HEADING, header:ignore, 0, 0, 0
703, graveyard:altar, HEADING, header:ignore, 0, 0, 0
704, additionalstructures:underground_base_2, HEADING, header:ignore, 0, 0, 0
705, terralith:zpointer/terralith_white_mesa, HEADING, header:ignore, 0, 0, 0
706, terralith:zpointer/terralith_basalt_cliffs, HEADING, header:ignore, 0, 0, 0
707, towns_and_towers:village_snowy_slopes, HEADING, header:ignore, 0, 0, 0
708, imst:beehouse, HEADING, header:ignore, 0, 0, 0
709, imst:beehouse, AMBIENT, minecraft:bee, 5, 1, 1
710, ctov:pillager_outpost_mesa, HEADING, header:ignore, 0, 0, 0
711, ctov:pillager_outpost_mesa, MONSTER, minecraft:pillager, 5, 1, 5
712, ctov:pillager_outpost_mesa, MONSTER, minecraft:evoker, 5, 1, 1
713, ctov:pillager_outpost_mesa, MONSTER, minecraft:vindicator, 20, 1, 3
714, ctov:pillager_outpost_mesa, MONSTER, minecraft:witch, 20, 1, 1
715, nova_structures:illager_manor, HEADING, header:ignore, 0, 0, 0
716, additionalstructures:underground_dungeon_2, HEADING, header:ignore, 0, 0, 0
717, terralith:zpointer/terralith_valley_clearing, HEADING, header:ignore, 0, 0, 0
718, additionalstructures:fallen_palm_tree_1, HEADING, header:ignore, 0, 0, 0
719, wythers:baobab_tropical_forest, HEADING, header:ignore, 0, 0, 0
720, nova_structures:undead_crypt, HEADING, header:ignore, 0, 0, 0
721, mvs:other_decoration/campsite, HEADING, header:ignore, 0, 0, 0
722, repurposed_structures:outpost_oak, HEADING, header:ignore, 0, 0, 0
723, repurposed_structures:outpost_oak, MONSTER, minecraft:pillager, 10, 1, 1
724, red:plains_oracle, HEADING, header:ignore, 0, 0, 0
725, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
726, graveyard:haunted_house, HEADING, header:ignore, 0, 0, 0
727, additionalstructures:suspicious_sand_patch_4, HEADING, header:ignore, 0, 0, 0
728, terralith:zpointer/minecraft_mushroom_fields, HEADING, header:ignore, 0, 0, 0
729, structory:outcast_villager_grassy, HEADING, header:ignore, 0, 0, 0
730, additionalstructures:villager_house_1, HEADING, header:ignore, 0, 0, 0
731, minecraft:trail_ruins, HEADING, header:ignore, 0, 0, 0
732, graveyard:small_desert_graveyard, HEADING, header:ignore, 0, 0, 0
733, graveyard:small_desert_graveyard, MONSTER, minecraft:vindicator, 5, 1, 1
